Texto,Fecha,sentimiento,etiqueta
"
Tengo 3 puntos hasta ahora, y me gustan, pero tengo algunas desventajas.1. en nuestra vida cotidiana el discurso es corto y simple, pero Alexa tiene una historia realmente larga, por ejemplo, si pides el ruido del emblema más de una vez, siempre escucharás: bienvenido de nuevo a.... bla bla bla... hmmmm... No estoy seguro... Tenemos una..... Esto es demasiado y demasiado largo. Las respuestas deben ser lo más cortas posible. Los diseñadores realmente necesitan trabajar para aumentar la velocidad para obtener resultados, mantener el habla simple, eliminar las repeticiones, eliminar todos estos hmmm y no estoy seguro. Podría ser mucho más efectivo y productivo sin estas cosas.2. Cuando quiero tener ruido blanco, o ruido ambiental durante toda la noche, muy a menudo deja de reproducirse en 5 minutos, o en media hora, o en un par de horas. Entiendo, tal vez algo andaba mal con WiFi, pero no creo que fuera la razón: otros dos puntos funcionaban sin interrupción en ese momento. Pero incluso si algo sucedió, ¿por qué después de que volvió a estar en línea, no siguió jugando? Nadie le dijo a Alexa que dejara de jugar.3. No hay posibilidades de controlar los puntos mediante la aplicación Alexa a través del teléfono inteligente. Es extraño. De verdad, agregaré más comentarios a medida que aparezcan durante el uso. Pero por ahora, como conclusión, este es un producto crudo que tenía muchas cosas que deben mejorarse, y no veo ninguna razón por la que no hayan hecho estas mejoras para el 3º!!! generación... Pero de todos modos, este es un buen producto, un producto futuro, ... aún futuro.

",22-May-19,mixed,rendimiento
"
¡Después de 11 meses, mi Echo Dot ya no funciona correctamente!  Cuando toco música, ahora suena distorsionada y estática.  Disfruté esto al principio, pero se volvió tan frustrante que la mayoría de las veces, no entiende lo que estoy diciendo. Es tan limitado que cuando pides información, siempre es ""No sé ese"".  Compré un Google Mini debido al problema de sonido distorsionado de mi Echo Dot.  Me encantó lo fácil que es configurar el Google Mini a diferencia del Echo, me tomó horas configurar el Echo.  Con Google Mini, no tengo que repetirme y el Asistente de Google es mucho mejor. Disfruté mucho del Google Mini y así compré la 2ª generación, Google Nest.Llamé al servicio de atención al cliente de Amazon preguntando por el sonido distorsionado de mi Echo Dot.  Pero todo lo que me han pedido que haga, ya lo he intentado.  Estaba leyendo en línea sobre soluciones y sobre la garantía de Echo, algunos dicen que es de 1 año, pero confirmé con Amazon, la garantía de Echo solo es válida por 90 días. Si te gusta tanto tu Echo, asegúrate de comprar la garantía extendida.

",31-Dec-19,mixed,atencion_al_cliente_y_envio
"
No es un mal altavoz para su tamaño. Lo uso principalmente para la entrada y uso altavoces Bluetooth 2.1 para la salida. Agregar habilidades es divertido y aumenta la inteligencia del dispositivo. Amazon no admite las mismas palabras de activación en Fire HD y Echo Dots. Probablemente se deba a que tienen diferentes equipos de desarrollo que no suelen hablar o compartir una visión en todas las plataformas. Usamos ""Echo"" para una palabra de activación y eso no es compatible con Fire HD 10 para llegar a ""Alexa"". Si lo usa para el control del hogar, se cansará de la respuesta ""OK"" de Alexa. Amazon podría mezclarlo un poco con OK, Hecho, Como desee, (su nombre aquí, voz reconocida). Sorprendentemente, hay muy poco uso de nombres familiares eruditos (asociados a voces aprendidas) en la cuenta, lo que hace que ""Alexa"" parezca mucho menos agradable. Incluso en un entorno doméstico con voces aprendidas, Amazon se apresura a recordarle quién controla la cuenta familiar (nombre del titular de la cuenta Prime). Esto es desafortunado ya que los hogares a menudo comparten cuentas. Entonces, Alexa te dice que el propietario Prime en el hogar fue el que escuchó por última vez una estación en TuneIn, incluso cuando fue otro miembro del hogar quien la solicitó y la escuchó por última vez. Aparte de esas peculiaridades, que deben programarse, el Echo Dot 3rd Gen es ideal para escuchar música y radio mientras te mueves de una habitación a otra en la casa, o simplemente necesitas la temperatura y el pronóstico cuando te preparas para salir. Algún día, ""Alexa"" puede incluso usar Google en lugar de Bing y realmente mejorar/expandir la IA en las búsquedas en Internet y elegir ""respuestas apropiadas legibles"".

",5-Feb-19,mixed,audio_y_sonido
"
¡La abuela de 87 años se ha vuelto de alta tecnología!  Le encanta y les cuenta a todos las cosas que está escuchando, aprendiendo y preguntando a 'Alexa'. Descargamos la aplicación Amazon Alexa para su teléfono. Configuramos el Dot usando su Wi-Fi y la aplicación de teléfono celular. No se requiere suscripción mensual. (Se requiere Internet)Esto es muy fácil de usar para las personas mayores. Escucha la estación de radio local sin tener que jugar con una radio, configura alarmas sin los complicados botones del despertador, obtiene respuestas sin necesidad de escribir en su teléfono celular y sin tener que usar un navegador. Escucha historias que le leen en voz alta, pide chistes y también hace matemáticas simples.  Esta ha sido LA MEJOR MEJORA en su calidad de vida. Compramos ""Amazon Music Unlimited"" para que pueda transmitir las canciones que quiera. Ahora pide escuchar todos los viejos y sus 20 mejores canciones country actualizadas. Requiere WiFi y aplicación de teléfono (para saber cómo configuramos el suyo).

",11-Jun-20,mixed,calidad_de_fabricacion
"
Me he resistido a comprar dispositivos Alexa porque soy bastante anticuado, pero finalmente decidí comprar uno de estos cuando estaban a la venta ($ 25). Ha valido la pena el precio.  Lo usamos en la cocina para escuchar la radio local, podcasts, audiolibros, obtener el clima y administrar nuestras listas de compras a través de Amazon. También hemos tenido varias rondas de ""Alexa, reproduce [canción] de [artista]"" con nuestros adolescentes. Nos han presentado parte de su música y viceversa.  También me gusta la función de notificación que me permite saber cuándo ha llegado un paquete de Amazon. (Los ladrones de paquetes son un problema en nuestro vecindario)Nuestro único dispositivo doméstico inteligente es un roomba, y decirle a Alexa que aspire casi vale el precio de la entrada por sí solo. No sé si alguna vez utilizaremos completamente las capacidades de este dispositivo, dada la renuencia de mi familia a convertir el hogar en un hogar inteligente en toda regla. Pero esto se ha convertido rápidamente en parte de nuestra rutina y el precio es inmejorable.

",23-Jan-20,mixed,precio_y_valor
"
Todavía no lo he recibido, pero he estado agregando habilidades y preparándome para que llegue a mi hogar. Mi hijo tiene uno y es absolutamente muy divertido.  Lo he descargado en mi teléfono y ya es muy conveniente con mis rutinas adicionales. Será mucho más fácil tener la versión activada por voz en mi casa sin tener que hacer que mi teléfono abra la aplicación para que pueda presionar el botón para hablar con él. Soy un gran fan con todo lo que ofrece que el Google mini no ofrece. Había pedido un Google mini por error y estaba muy decepcionado. Iba a intentar usarlo en su lugar, pero no había comparación con lo que está disponible en Alexa.Puedo hacer la mayoría de las funciones del hogar usando ""Okay Google"" ahora con mi teléfono, pero las características adicionales de las habilidades de Alexa hacen que definitivamente valga la pena. Estoy emocionado como un niño esperando la mañana de Navidad para que llegue a mi casa.

",16-Dec-19,mixed,software_y_funciones
"
Compré este Echo Dot con la intención de usarlo como despertador en el dormitorio.  Estaba emocionado de usar mis listas de reproducción de Spotify como alarma.  He intentado al menos 20 veces configurar una alarma usando mis listas de reproducción de Spotify, pero no ha funcionado, ni siquiera una vez.  Muestra la alarma en la aplicación Alexa, pero nunca se reproduce.  Solo para ver si funcionaba, probé lo mismo en mi Google Home, y funcionó en el primer intento.  Para agregar a los problemas, recientemente tuve que restablecer mi Internet y el Echo Dot no pudo restablecer una conexión.  Por lo tanto, si el Internet doméstico se corta alguna vez en medio de la noche, la alarma no funcionará.  Entonces, si usted es el tipo de persona que tiene un TOC acerca de verificar si su alarma está encendida (como yo), ahora pasará toda la noche preguntándose si la alarma funcionará por la mañana.  Realmente no creo que esté esperando demasiado de mi Echo Dot, pero aún así no cumplió con esas bajas expectativas.

",16-Nov-19,mixed,experiencia_general
"
Un altavoz inteligente bien hecho y de alta calidad. No dejes que su pequeño tamaño te engañe, ¡su calidad de sonido es excelente! El software de Alexa sigue mejorando cada vez más y la voz de Alexa tiene una cualidad relajante y amigable que encuentro agradable. Los ingenieros de Amazon trabajaron duro para mejorar el Echo Dot y se nota. Incluso el anillo de luz es agradable de ver hacer lo suyo. Una maravillosa pieza de tecnología. Las personas mayores que tienen una conexión a Internet y un teléfono inteligente o tableta pero no les gusta usar computadoras pueden disfrutar de un Echo Dot en la casa para alarmas, recordatorios o simplemente hacer preguntas de conocimiento general con su voz podría ser muy útil para las personas mayores. ¡Este producto es para personas de TODAS las edades! ¡Hazte con uno y pruébalo!

",3-Jan-20,positive,audio_y_sonido
"
Tengo un punto de eco de segunda generación, así como una unidad de eco ""normal"" de segunda generación. Mi mamá se mudó a mi casa debido a problemas de salud, y quería otro punto para que pudiéramos usar la función de intercomunicador ""drop-in"" en el sótano donde está mi espacio de oficina, en caso de que surja la necesidad. Debido a la oferta de dos por uno en el día estelar, pude obtener un punto adicional sin costo alguno. Parece que la calidad del sonido en los puntos es mucho mejor que en las versiones anteriores. No es tan bueno como el eco normal o un altavoz Sonos, pero no tan metálico como el sonido de los puntos de segunda generación. Y la configuración fue MUCHO más fácil. Todavía tiene que usar la aplicación Alexa para configurarlo, pero es mucho más un proceso ""plug-and-play"", con muchos menos aros (al menos usando la versión para iPhone de la aplicación Alexa) para que funcione. Básicamente, una vez que esté enchufado, la aplicación Alexa lo reconocerá, preguntará qué conexión WiFi debe usar y que lo esté.

",7-Oct-20,mixed,audio_y_sonido
"
Como altavoz es mejor que los antiguos. Pero si usa esto solo para dar comandos de voz, ¿puedo sugerir el nuevo eco flexible (más barato)? Esta pequeña cosa se enchufa directamente en el tomacorriente, y no tiene volumen, ni cables ni adaptadores, etc. Si planea usar esto como un altavoz (secundario), seguro que es mejor que el flex, pero terrible en comparación con los Echo más grandes. Creo que con la llegada del flex esto en realidad se volvió casi redundante en la alineación. Si planea conectar esto a su estéreo con un conector de 3.5 mm, entonces sí, eso funcionará. Y si tiene un presupuesto limitado, entonces es la mejor opción para usted.  Pero si tiene más para gastar, ¿puedo sugerirle que compre Alexa Link, junto con el flex? Tiene un DAC (Digital Audio Converter) mucho mejor y también la opción de salir ópticamente a un DAC de gama alta. La gran ventaja del Link: puede cambiar entre el audio de su televisor, Alexa y otra salida (conecté el audio de Google con un cable óptico) todo sin tener que cambiar de canal en su amplificador. Me encanta esa característica. Realmente una gran ventaja.

",27-Dec-19,mixed,audio_y_sonido
"
Bueno, SI escuchas cosas seculares, está bien, PERO SI escuchas a cristianos o conservadores, ¡esta cosa Y Alexa se apagará todo el tiempo! ¡Escucho rock y NUNCA me lo han apagado y lo escucho durante HORAS! Pero en el momento en que el marido enciende la radio conservadora cada quince minutos, simplemente se detiene. ¿Por qué? ¿por qué SOLO en ese tipo de radio? NUNCA cuando los niños o yo lo escuchamos. así que SI creen que ELLOS pueden decirnos qué escuchar de esta manera están equivocados, simplemente gastaré mi dinero en otro lugar, muchas gracias. Sé que algunos dicen que el sonido no es tan bueno como otros, y tienen razón. Pero por el precio y para poner en una habitación donde no escuchas mucha música, escucho música con el punto, pero no me importa el poco de cambio, no suena mal, solo un poco diferente.  Pero por el precio pensé, sí, estoy renunciando a mi edad, que es como un mal estéreo, donde los altavoces no eran tan buenos como los más caros.

",12-May-20,mixed,audio_y_sonido
"
Ciertamente diría que valió la pena.  Aproveché las rebajas de este año y pude en 2 ocasiones comprar uno con el precio mensual y con un descuento de 29,99 Lo hice el año pasado para la generación 2. El diseño se ve mejor, aunque no estoy seguro de qué tan bien se mantendrá en la cocina debido a la tela.  Pero eso puede ser a propósito en cierto modo. En pocas palabras, funciona mejor y no responde con voz a los comandos que se realizaron correctamente.  Solo si algo anda mal. Puede que sea una función disponible en la generación 2, pero en el momento en que llegó y reemplazó a mi generación 2, ¡la generación 2 todavía respondía a todo con su voz fuerte!  Pensando en el ruido si le susurras, incluso si no lo entiende, ¡altavoz más silencioso!

",4-Jan-19,mixed,audio_y_sonido
"
Decidimos actualizar el Echo Dot en nuestro baño porque no podía escucharlo lo suficientemente bien, incluso a todo volumen, para escuchar libros o noticias mientras me duchaba. El nuevo dot ofrece un sonido mucho más completo y volúmenes más altos desde sus pequeños altavoces incorporados.  ¡Misión cumplida!  Ahora puedo escuchar libros Kindle y Audible o resúmenes de noticias (con volúmenes variables de una fuente de noticias a otra), incluso cuando estoy en la ducha. La razón de cuatro en lugar de cinco estrellas se debe a dos cosas que podrían ser mejores: 1) Los graves son demasiado altos y no sé cómo ajustarlos.  Las frecuencias más bajas dominan a los tonos altos y medios. Los graves dominantes hacen que escuchar libros y noticias sea un poco menos agradable, más difícil.2) Al usarlo para controlar la iluminación en la habitación contigua, no nos entiende muy bien a pesar de la amplia apertura entre las habitaciones y la ausencia de ruido de fondo.  Para ser justos, podría ser un problema acústico peculiar con estas habitaciones.  Es utilizable, pero tenemos que trabajar para que nos entienda un poco más de lo que lo hacemos con nuestros otros dispositivos de eco.

",3-Aug-19,mixed,audio_y_sonido
"
¡Pequeño y asombroso doober! Sin embargo, hay muchos accesorios que comprar para poder hacer mucho. ¡La calidad del sonido es EXCELENTE! Puede oírme desde la otra habitación. Lo ÚNICO molesto que he encontrado es que no puedes elegir un nombre de invocación para tu dispositivo Dot, solo puedes elegir, ""Alexa, Amazon, Echo o Computadora"" y tenemos dos puntos (mis hijas en su habitación y las mías y mis esposos en la cocina). Tengo una casa pequeña, así que cuando estoy en la cocina y digo: ""Alexa toca a los Beatles"" y mis hijas en su habitación tocan la banda sonora de Hamilton, se corta su música y los Beatles comienzan a tocar en ambos dispositivos. Así que tuvimos que cambiar el nombre del nuestro y los nombres disponibles ¡APESTA! Me siento ridículo diciendo ""Echo haz esto"" o ""Computadora haz esto"".... No puedo usar Amazon porque lo decimos demasiado en nuestra casa y constantemente pensaría que estamos hablando con él y no puedo usar Alexa porque mi hija se llama Alexa.

",28-Dec-19,mixed,calidad_de_fabricacion
"
Esto me sorprendió honestamente. Primero diré que si esto no hubiera estado a la venta por un dólar (más un mes de música de Amazon) no lo habría comprado. Una vez que saqué el Echo de la caja, se configuró en minutos. Tengo el mío en la sala de estar al lado de mi Xbox One. Encontré la habilidad en la aplicación de Alexa para poder controlar la Xbox, lo cual es muy útil. Puedo tocar música para hacer que la habitación sea más animada, lo que siempre es agradable. La calidad del sonido es muy buena teniendo en cuenta que es un paquete tan pequeño. No mantengo el volumen normalmente más allá de 8 ya que pierde claridad, pero no es un factor decisivo. Una característica interesante que descubrí fue que puede conectarse a sistemas de sonido externos con una conexión de salida de línea, lo que haré pronto. Probablemente nunca usaré Amazon Music ya que tengo Apple Music, pero esto puede vincularse a Apple Music. Con todo, diría que vale la pena el precio y especialmente porque está en oferta. Si se rompiera hoy, saltaría a Amazon y lo reemplazaría de inmediato.

",27-Dec-19,mixed,audio_y_sonido
"
Tengo otro Echo Dot, de segunda generación. La voz en este es un poco más agradable. Funciona muy igual, es decir, funciona muy bien. Tengo una discapacidad y puedo automatizar muchas cosas con el hogar inteligente y controlarlas sin usar mi cuerpo. Me gusta poder encender y apagar las cosas con la aplicación cuando estoy fuera de casa. Esto funciona con mi sistema de seguridad para el hogar blink que Amazon también vende. Tengo varias rutinas que me ayudan con mi vida y mi horario: encender y apagar varios elementos y luces, dependiendo de si me despierto, me voy a la cama o me muevo en mi horario del día. Probablemente lo más útil durante la mayor parte de mi día es que ahora dejo que Alexa controle mis listas. Es muy fácil, sin importar dónde esté, agregar algo a mi lista de compras o tareas pendientes. Y siempre tienes tu lista contigo si tienes tu aplicación en tu teléfono. Todos los miembros de la familia pueden consultar la misma lista.

",16-Dec-19,positive,software_y_funciones
"
Realmente mejor que el google.  Le compré esto a mi papá para Navidad. Está en silla de ruedas sin el uso de sus manos, y mi madre es legalmente ciega. Los dos forman una pareja interesante cuando intentan usar la tecnología. Encender la televisión se ha vuelto extraordinariamente difícil, y papá no puede levantarse para encender las luces o usar sus manos para hacer llamadas telefónicas. Hace dos años, les conseguimos el google. Funcionó bien, pero le costó mucho reconocer la voz de papá. Especialmente cuando estaba recostado en su silla. Luego saboteó el google de mi hermana (ella vive en un apartamento en el patio trasero.) de alguna manera, la red se confundió y vinculó sus googles para que mamá y papá pudieran encender su televisor y luces, y ella no pudo hacer nada. (Sin embargo, fue bastante divertido meterse con ella ... no voy a mentir).Ingrese a Alexa. Esta cosa puede reconocer la voz de papá desde cualquier posición. Te escucha por encima del ruido de la televisión y al otro lado de una habitación. La interfaz de la aplicación es mucho más fácil de usar. Es más potente (o al menos las funciones divertidas son más accesibles), responde más rápido, se vincula a las luces, etc. mejor y es mejor en general. Mamá y papá están muy agradecidos por el cambio. Y como beneficio adicional, configuré un montón de habilidades de Star Trek para poder disparar torpedos de fotones a mi hermana cada vez que termine. Y luego dile a Alexa que ""me transmita"" antes de activar la secuencia de autodestrucción mientras salgo por la puerta. Mucho más divertido que el google.

",24-Jan-20,mixed,software_y_funciones
"
Nuestro hogar se ha acostumbrado a usar nuestras Alexas a diario. Nuestras luces más usadas ahora están conectadas, así como un televisor. Tenemos rutinas configuradas para recordarnos ciertos horarios y alarmas para la mañana. Se usa para reproducir una lista de reproducción para dormir en la habitación de mis hijos por la noche, y pueden apagar las luces de su cama cuando estén listos. Lo usamos para decirnos el clima del día, si necesitamos abrigos o chaquetas. Básicamente, cada vez que tenemos una pregunta menor (problema matemático, definiciones, costos, distancia, traducciones, etc.) podemos obtener una respuesta de inmediato sin dejar de hacer lo que estamos haciendo, ya sea cocinar, prepararnos para irnos, lo que sea. Puedo entrar en nuestra sala de estar desde mi teléfono en cualquier momento, que uso mientras estoy en el trabajo para ver si alguien quiere que traiga algo a casa o simplemente para registrarme. Mis hijos pueden llamarme a mí o a mi esposo desde Alexa sin su propio número. Puedo anunciar a su habitación que la cena está lista. Podría seguir. Alexa ha hecho que algunas de las cosas más pequeñas sean menos distractoras. Perdemos menos tiempo en tareas menores, dejando más tiempo para ser productivos.

",9-Jan-20,negative,rendimiento
"
Este fue un regalo promocional gratuito de otro artículo que compré recientemente. Realmente no quería usarlo, pero el técnico de soporte que estaba trabajando en mi nuevo problema de fire stick dijo que solucionaría el problema. ¡Calcule las probabilidades de eso! Mi fire stick todavía tiene el problema y Alexa está de vuelta en la caja a la que pertenece.  No tengo intención de hablar con mi televisor solo para que me haga otra pregunta una máquina que sigue repitiéndose. Después de 45 minutos en dos ocasiones diferentes en el teléfono con el soporte de Amazon, estaba enojado sin fin lidiando con esta tontería. La programación que ofrece el fire stick es genial, soy miembro Prime y estoy muy contento con lo que se ofrece con el fire stick. Todo lo que quiero es poder encender y apagar mi televisor con el botón del control remoto.  Manténgase alejado del punto de eco, no vale la pena la molestia o sus capacidades de escucha. Ahora que lo pienso, las opciones de Alexa en el control remoto tampoco funcionan.

",16-Feb-20,mixed,software_y_funciones
"
Utilizo los 3 Echo Dots para transmitir música por toda mi casa.  La aplicación Alexa es fácil de descargar, instalar y usar en todos mis dispositivos.  El Eco Dot es fácil de configurar a través de la aplicación Alexa.  Sé que hay muchas formas de usar los Echo Dots en el hogar inteligente, la programación personal y otras, pero mi casa es tonta, mi horario está ""retirado"" y disfruto de la transmisión de música. Dos días después de escribir esto, he tenido problemas con uno de los Echo Dots que decidió desconectarse de Internet y de la agrupación.  La lectura de las instrucciones de ""ayuda"" y los múltiples intentos de volver a conectarse han fallado.  No estoy seguro de qué hacer ahora, y no tengo un niño o adolescente a quien acudir para obtener asesoramiento técnico. ¡Última adición a esta revisión, lo prometo!  ¡Los Echo Dots y Alexa tienen sus propias mentes!  Un día, todo funciona bien, y al día siguiente estoy desinstalando, reinstalando y reconfigurando todo. Cuando trabajan junto con Alexa, son fantásticos para la transmisión de música.

",25-Jun-20,mixed,software_y_funciones
"
Este producto es el peor.  Simplemente no funciona.  Tengo que dejar una reseña porque me ha vuelto absolutamente loco tratando de vincularlo, tratando de que reproduzca mi música de Apple, tratando de que haga las cosas más simples que su propio libro de instrucciones te dice que debe hacer.  Estoy tan cansado de que Alexa me diga que no sé cómo hacer eso cuando es una solicitud tan simple como encender el Smart TV recién comprado que venía con el Echo Dot, todo lo cual se emparejó varias veces.  Luego, está el problema del emparejamiento de música de Apple, donde algunos días funciona y otros no tanto.  Prepárese por favor.  Te volverás loco tratando de emparejarlo y descubrir por qué en la aplicación Alexa muestra todo como emparejado, pero Alexa te dice que aún tienes que emparejarlo.  Una y otra vez perderás la cordura tratando de que simplemente reproduzca una canción justo frente a ti.  No hay forma de anular la locura y empujar la maldita canción por la garganta de Alexa para que te la escupa para que inevitablemente reproduzca la única canción allí mismo en la aplicación.  Y luego está el problema de decirle a Alexa que reproduzca un álbum solo para que reproduzca una canción del álbum en lugar de todo lo que parece ser un esfuerzo concertado para reproducir solo música de Amazon. Mi consejo, ya sea que este Echo Dot sea gratis o de $ 100 o $ 20, no lo haga.  No lo compres.  Salva tu cordura.  Ahorre su valioso tiempo que se invertirá en solucionar todos los problemas que surgirán y lo absorberán para que pueda hacer que este EQUIPO TONTO funcione correctamente. Un pedazo de horrible realmente no le hace justicia.  Si fuera gratis para mí, le daría un martillo.  Eso, realmente, me daría alegría justo después de que Alexa me diga que no sabe cómo hacer algo que ha hecho un millón de veces.  EL MARTILLO Y UN ENTIERRO RÁPIDO CON LA ESCOBA Y UN BOTE DE BASURA.  Eso solo traería paz a esta generación de Echo Dot.

",14-Dec-19,mixed,software_y_funciones
"
Me encantan mis ecos, tengo tres de ellos y los uso para mi madre, que es ciega y vive a cierta distancia para mí, para que podamos pasar y hablar entre nosotros. Una de las cosas que algunas personas pueden no darse cuenta sobre estos productos es que mi madre se cayó una vez y pudo decirle a su eco que me llamara. Me encanta la calidad de sonido, los uso para todo, desde música hasta decirme qué hora es, hacer mi lista de compras y dejarla caer en mis amigos y familiares.  Me encantan mis ecos, tengo tres de ellos y los uso para mi madre, que es ciega y vive a cierta distancia para mí, para que podamos pasar y hablar entre nosotros. Una de las cosas que algunas personas pueden no darse cuenta sobre estos productos es que mi madre se cayó una vez y pudo decirle a su eco que me llamara. Me encanta la calidad de sonido, los uso para todo, desde música hasta decirme qué hora es, hacer mi lista de compras y dejarla caer en mis amigos y familiares

",31-Dec-19,mixed,calidad_de_fabricacion
"
Cuando esto funciona, es genial. Tenemos siete Echo y puntos de eco en toda nuestra casa y todos han sido ridículos durante los últimos dos meses, incluso los más antiguos. Se iluminan pero no responden (incluso sin ruido de fondo), dicen que ""tienen problemas para conectarse en este momento"" a pesar de trabajar antes y después con el comando (sin problemas de Internet) y ""no están seguros"" de comandos o solicitudes simples.  Es como hablar con alguien que tiene problemas de audición, las respuestas que obtenemos el 50% son divertidas, pero pon a prueba nuestra paciencia. A menudo tenemos que ir a nuestro teléfono y buscar en Google la información necesaria. El soporte técnico ha sido menos que útil. No sé si compraremos más. Quería el estudio de eco, pero con tantos fallos recientemente, no vale la pena el dinero. En cuanto a los PROS-Sound, la calidad y el volumen son mucho mejores en el modelo más nuevo (cuando funciona). El diseño es más bonito que los modelos anteriores

",2-Feb-20,mixed,audio_y_sonido
"
Me encanta el punto de eco. Es como tener la información que necesita allí mismo sin problemas. Uso Alexa para buscar recetas y ella las envía a mi teléfono. Las listas de compras son muy fáciles y mi esposo puede agregar lo que necesita que recoja de camino a casa. Los juegos son divertidos e interesantes. Ella me lee mis libros. Infinitas posibilidades con un punto tan pequeño. La música que sale de esa pequeña cosa es opresiva. Mi único punto negativo es que sigue diciéndome que me registre en mi aplicación para usar las llamadas de voz. Sigo todas las instrucciones y simplemente no funciona. Lo he intentado y lo he intentado y finalmente me he rendido. Tengo un teléfono y no es vital. Sería bueno que llamara al 911 en caso de emergencia. Pero no fue por eso que lo compré y compraré un segundo. Y un tercero. Tan versátil. Despertador, enciende y apaga las luces. Demasiado para repasar. Grande sí, incluso con el problema.

",20-Dec-19,mixed,software_y_funciones
"
Tengo una primera generación. Google y luego esta Alexa de 3ª generación. Tal vez no sea justo comparar primero/tercero, pero lo voy a hacer. Este es sin duda mejor que mi Google. Este fue más fácil de configurar, hace cosas que Google me diría que no podía hacer, y el tiempo de retraso entre preguntar / responder es más rápido. Como referencia, soy una persona mayor que vive sola y no tuve dificultades para configurar esto, conectarme a mi televisor y a un interruptor de enchufe, configurar rutinas o agregar habilidades. Me encanta cómo puedes agregar ""habilidades"" divertidas y útiles y las ""rutinas"" son increíbles. Configuro una rutina a la hora de acostarse que tiene cinco tareas (apagar las luces, encender la música, recordarme, etc.)Tengo que decir que también me encanta que me digan cuando ha llegado un paquete de Amazon. No pensé que me gustaría eso y pensé en desactivarlo, pero en los días de los piratas del porche descubrí que realmente me gusta. Lo que no me gusta son los recordatorios para comprar cosas. Voy a apagar eso, es como tener comerciales en mi casa y no estoy loco por eso.

",11-May-20,mixed,bateria_y_energia
"
Nunca quisimos uno de estos, pero le dimos 1 como regalo a la suegra de 85 años, y obtuvimos un extra 1 para que pudiéramos averiguar cómo configurarlo antes de tener que hacer el suyo. He aquí: ¡esto es increíble! La configuración es muy sencilla, y como tenemos Prime, puede acceder a todo el catálogo de Amazon Music. Tocará CUALQUIER COSA que le pidas, específicamente (es decir, tocar a Peter Gabriel o tocar música de Elton John de los años 70) o en general (es decir, tocar música clásica o tocar jazz de los años 50). La calidad del sonido está bien (para lo que es), clara como una campana. Los micrófonos son espectaculares; Un punto de eco en mi cocina puede escucharme desde cualquier habitación de la casa (3br/2bath 1800sqft). No estoy seguro de por qué pondrías 1 en cada habitación, excepto para usarlo como intercomunicador. Hace todo lo que dijo que haría; Hace llamadas telefónicas, envía mensajes, agrega o elimina eventos a Google Calendar, configura temporizadores / recordatorios / alarmas, da informes meteorológicos / tiempos de viaje, cuenta chistes. Aunque tenía la intención de volver a poner esto en la caja después de averiguar la configuración, y guardarlo en caso de que mi suegra alguna vez quisiera una segunda unidad, hemos decidido que nos gusta, y lo hemos mantenido activo :) Una agradable sorpresa, y por un precio realmente razonable (estaba en oferta por $24.99) Realmente compré otro 1 para mi tía... lol. Muy contento con estas unidades.

",30-Dec-19,mixed,precio_y_valor
"
Así que probé mi Echo dot en algunos dispositivos y está perfectamente bien si todo lo que necesita es un dispositivo barato habilitado para Alexa para reproducir un poco de música o controlar sus luces.  Eso es en lo que es bueno. Lo que no anticipé fue que la base sería tan abrumadora que escuchar voces en podcasts, noticias o videos de YouTube sería casi imposible.  Imagina que todo está en tono una octava entera.  No tenía expectativas enormemente altas, pero un altavoz barato sin marca hace mejor que esto.  Entrar en la configuración y bajar los graves hasta el final ayuda un poco, pero no lo suficiente.  Dicho esto, si lo único que harás con tu altavoz es escuchar música, es posible que disfrutes del sonido con muchos graves.  Solo sepa que usar esto para escuchar a la gente hablar o escuchar el diálogo probablemente esté fuera de discusión. Mi otra crítica es que estos altavoces deberían tener un conector de entrada de audio en lugar de salida de audio, o mejor aún, ambos.  Si quisiera tener un conector de salida de audio, compraría un dispositivo de entrada Alexa por la mitad del precio.  Francamente, estoy decepcionado.  Tal vez el Echo normal y el Echo Studio sean mejores.

",18-Jun-20,mixed,audio_y_sonido
"
Este es el primer dispositivo Echo Dot / Alexa que he tenido, así que no tengo nada con qué compararlo, pero definitivamente estoy impresionado. He querido un dispositivo Echo Dot (3.ª generación) durante bastante tiempo y cuando lo atrapé a la venta como una oferta de Black Friday / Cyber Monday por $ 24 y algo de cambio, no pude dejarlo pasar. Hasta ahora no me disgusta este dispositivo. Estaba bien empaquetado, llegó rápidamente con el envío gratuito de Prime 2 días y fue fácil de configurar. Me gusta el hecho de que existe la aplicación Alexa para tu teléfono, tableta, etc. También me gusta mucho que pueda personalizar muchas funciones diferentes a través de la aplicación Alexa para Echo Dot (3.ª generación).  Alexa no tiene ningún problema con el reconocimiento de voz, el dispositivo es fácil de usar y, de hecho, mucho más útil de lo que pensé que sería. Una de mis características favoritas son todos los diferentes sonidos/sonidos de sueño que Alexa puede reproducir para ti a través del Echo Dot. ¡Puedes hacer tanto con el Echo Dot que todavía no he probado ni la mitad de las muchas cosas para las que se puede usar!

",17-Dec-19,mixed,software_y_funciones
